sgRNA,Gene,Endura,Addgene
sg_1930,ALPI,387.7847387331408,366.1799069579254
sg_45648,SLC35C2,301.16786512650856,232.65574198984214
sg_57580,WNT5B,921.9221259740395,1001.4312372606248
sg_32248,nontargeting,175.22493970996862,159.8243792799785
sg_54460,TNFRSF25,433.58216615733716,499.70407192600874
sg_57472,WFIKKN2,455.4852836210832,475.42695102272086
sg_22646,IFNL2,443.5381286408581,418.78033558171586
sg_48056,SPAM1,538.1197722343071,534.0966598723332
sg_34118,OR2F2,827.8382805047665,985.2464899917662
sg_4650,BMP2,542.1021572277155,663.5746380232019
sg_32793,NRM,1374.4206208500664,1377.7266112615869
sg_57478,WFS1,485.35317107164605,439.01126966778907
sg_41056,RNF222,582.4238052859753,835.5375777548244
sg_45551,SLC35A2,395.2517105957815,358.08753332349613
sg_38910,PRR7,366.87721751774683,295.3716376566691
sg_57045,VN1R4,280.75814203529063,303.4640112910984
sg_13821,DUSP13,473.903814215597,339.87969264603026
sg_1437,ADRA2B,628.7190308343477,574.5585280444797
sg_24822,KCNJ8,555.0449084562927,582.650901678909
sg_31931,nontargeting,445.0315230133862,376.29537400096206
sg_24084,ITPRIPL1,483.3619785749419,495.6578851087941
sg_19671,GPR135,209.07521215393984,208.37862108655426
sg_44342,SLC19A3,478.3839973331814,408.66486853867923
sg_52560,TMEM19,195.63466280118658,188.14768700048103
sg_4388,BCAP31,427.6085886672246,453.1729235280403
sg_21853,HRK,530.6528003716663,428.89580262475243
sg_17639,FZD2,410.68345244523897,335.8335058288156
sg_44681,SLC23A2,576.4502277958627,629.1820500768774
sg_39275,PTCHD2,619.2608664750028,631.2051434854848
sg_43948,SLC13A2,1464.024283201755,1499.1122157780262
sg_7746,CD81,462.45445735954786,424.8496158075378
sg_16610,FCN2,143.86365788687766,129.47797815086867
sg_42027,SCAMP4,202.10603841547518,184.10150018326638
sg_25724,KLRC1,381.3133631188522,422.8265223989305
sg_42080,SCARB1,380.81556499467615,580.6278082703017
sg_2780,ARL6IP5,1574.0376686446614,1527.4355234985287
sg_11227,CSNK1A1,425.6173961705204,463.28839057107695
sg_8768,CHRM4,513.2298660255047,469.3576707968989
sg_803,ACPT,801.9527780476121,784.9602425396413
sg_6630,CATSPER1,257.3616301990164,232.65574198984214
sg_37792,PLA2G6,184.68310406931352,119.36251110783205
sg_23037,IL13,280.75814203529063,408.66486853867923
sg_27922,LTB,557.0361009529969,420.80342899032314
sg_6051,CACHD1,741.7192050223103,799.1218963998925
sg_24264,JPH4,549.5691290903561,491.61169829157944
sg_23339,IL3RA,303.6568557473888,349.99515968906684
sg_22644,IFNL1,303.1590576232128,305.48710469970575
sg_46385,SLC45A1,630.7102233310519,540.1659400981553
sg_43924,SLC12A9,822.36250113883,827.445204120395
sg_53590,TMEM60,336.0137338188319,246.8173958500934
sg_50947,TIMM22,470.9170254705407,360.11062673210347
sg_335,ABCC6,474.401612339773,493.6347917001868
sg_23900,ITGB3,892.5520366476527,827.445204120395
sg_42700,SELPLG,538.6175703584831,453.1729235280403
sg_24117,IYD,375.3397856287396,354.0413465062815
sg_7663,CD69,262.3396114407769,254.90976948452268
sg_7756,CD82,355.9256587858738,192.19387381769567
sg_15093,ERGIC2,220.52456900998894,192.19387381769567
sg_52695,TMEM205,491.82454668593465,491.61169829157944
sg_47002,SLC7A2,2043.4612997426739,1816.737880929376
sg_54184,TMTC4,484.85537294747,612.9973028080188
sg_55652,TSPAN9,881.1026797916036,906.3458470560806
sg_58735,OR4M1,1407.7730951698616,1276.5719408312207
sg_56092,UBAC2,609.8027021156579,430.9188960333598
sg_16744,FFAR4,554.5471103321166,526.0042862379039
sg_46584,SLC4A8,1383.8787852094113,1387.8420783046236
sg_58450,ZNRF3,704.3843457091068,661.5515446145946
sg_30582,MTX1,440.5513398958018,507.79644556043803
sg_48648,SSTR4,1243.00191606759,1215.879138573001
sg_14805,EPHA10,737.736820028902,621.0896764424481
sg_12396,DDR1,561.5162840705813,677.7362918834532
sg_1176,ADAMTS15,412.67464494194314,358.08753332349613
sg_836,ACSL4,453.49409112437905,481.49623124854287
sg_57224,VTI1B,198.1236534220668,234.67883539844945
sg_34214,OR2T11,1256.9402635445192,1118.7706549598495
sg_47289,SLCO2A1,1038.4068870312346,942.7615284110125
sg_461,ABHD14A,27.3788968296826,42.48496158075378
sg_44360,SLC1A2,1179.283756173056,1136.9784956373155
sg_58714,OR1L1,399.73189371336593,386.4108410439987
sg_25385,KIAA1024L,414.1680393144713,503.7502587432234
sg_8175,CDIP1,284.74052702869903,374.2722805923547
sg_45742,SLC35F2,413.17244306611923,325.71803878577896
sg_6219,CACNA2D4,662.5693032783189,655.4822643887726
sg_52634,TMEM200A,398.2384993408378,256.93286289313
sg_51678,TMEM108,1016.0059714433124,1054.0316658844151
sg_52807,TMEM218,1263.9094372829838,1124.8399351856715
sg_50349,TCTA,1230.5569629631889,1122.8168417770642
sg_57269,WAC,614.7806833574183,513.86572578626
sg_12252,DCAF17,722.3050781794445,689.8748523350971
sg_50432,TEK,475.89500671230115,378.3184674095694
sg_9092,CISD2,714.8381063168039,641.3206105285213
sg_12341,DCST1,895.538825392709,932.6460613679759
sg_40695,RNASE4,937.3538678234969,797.0988029912852
sg_7927,CDH13,238.44530148032663,248.84048925870073
sg_20672,GRIN3A,562.0140821947573,669.6439182490238
sg_13415,DPEP1,947.807628431194,819.3528304859658
sg_18398,GDE1,676.5076507552482,710.1057864211704
sg_35888,PA2G4,793.9880080607953,882.0687261527928
sg_26660,LILRB5,743.2125993948385,651.4360775715579
sg_35298,OR8A1,701.8953550882267,598.8356489477676
sg_44869,SLC25A39,612.2916927365382,786.9833359482486
sg_47434,SLITRK4,1084.204314455431,1001.4312372606248
sg_5482,C1orf186,241.92988834955895,194.21696722630298
sg_20835,GSG1L,994.1028539795664,1110.6782813254204
sg_57878,YBX1,494.81133543099094,487.5655114743648
sg_31625,NIM1K,872.6401116806109,841.6068579806463
sg_56224,UGT1A5,884.0894685366599,829.4682975290024
sg_24646,KCNIP1,616.2740777299465,837.5606711634317
sg_27155,LPPR4,169.7491603440321,115.3163242906174
sg_16736,FFAR3,616.7718758541225,556.3506873670138
sg_11250,CSPG5,520.1990397639694,491.61169829157944
sg_23121,IL17RE,777.0628718388098,752.5907480019241
sg_21809,HRASLS,789.0100268190349,647.3898907543434
sg_49893,TAF15,1073.2527557235578,999.4081438520175
sg_27913,LTB4R2,363.89042877269054,495.6578851087941
sg_56688,UTY,1031.4377132927698,989.2926768089809
sg_46695,SLC5A1,1074.746150096086,1068.1933197446665
sg_17296,FPR2,742.7148012706625,760.6831216363535
sg_57062,VNN2,757.1509468717678,697.9672259695265
sg_5855,C6orf10,419.64381868040783,329.76422560299363
sg_4454,BCL2L2,414.6658374386474,455.19601693664765
sg_4742,BOC,470.9170254705407,517.9119126034747
sg_40950,RNF180,2001.14845918771,1903.7308974994908
sg_53371,TMEM41A,395.2517105957815,380.34156081817673
sg_45521,SLC34A3,689.9482001080015,677.7362918834532
sg_40380,RET,164.2733809780956,224.56336835541285
sg_43000,SERPINA10,475.3972085881251,455.19601693664765
sg_27621,LRRC4C,371.35740063533126,426.87270921614515
sg_24894,KCNK17,546.0845422211238,564.4430610014431
sg_25980,LAMB1,825.8470880080624,685.8286655178824
sg_23305,IL2RA,1101.1294506774166,1179.4634572180692
sg_8324,CEACAM4,472.41041984306884,461.2652971624696
sg_52886,TMEM2,241.43209022538292,319.648758559957
sg_8435,CEP95,199.1192496704189,182.07840677465907
sg_40826,RNF144A,723.3006744277966,740.4521875502802
sg_22707,IGDCC3,536.1285797376029,521.9580994206893
sg_23073,IL15RA,396.74510496830965,556.3506873670138
sg_11060,CRLF1,673.0230638860158,647.3898907543434
sg_40642,RMDN2,474.401612339773,540.1659400981553
sg_51992,TMEM140,590.3885752727921,511.8426323776527
sg_13712,DSCAML1,1195.7110942708655,1130.9092154114935
sg_47892,SNX13,228.98713712098174,186.12459359187372
sg_29464,MGAT2,856.7105717069772,772.8216820879974
sg_16556,FCGR2A,337.50712819136004,392.48012126982064
sg_37510,PIGX,136.39668602423694,133.5241649680833
sg_58157,ZDHHC21,1217.6142117346114,1379.7497046701942
sg_36461,PCDHB5,416.1592318111755,439.01126966778907
sg_18769,GJA5,141.87246539017346,212.4248079037689
sg_9177,CLCN5,377.82877624961986,337.8565992374229
sg_38192,PM20D1,127.4363197890681,109.24704406479543
sg_7631,CD6,311.12382761002954,352.0182530976742
sg_48953,STEAP2,107.52439482202621,70.8082693012563
sg_26268,LECT1,473.40601609142095,637.2744237113067
sg_30417,MS4A7,758.14654312012,641.3206105285213
sg_31146,NCR1,895.041027268533,975.1310229487297
sg_20198,GPR65,1214.1296248653791,1074.2625999704885
sg_48305,SPPL2B,138.38787852094114,186.12459359187372
sg_13599,DRAM1,642.657378311277,592.7663687219456
sg_19631,GPR126,365.3838231452187,469.3576707968989
sg_34870,OR56A4,413.17244306611923,281.2099837964179
sg_15710,FAM105A,517.2122510189131,598.8356489477676
sg_11000,CRELD1,339.99611881224024,414.7341487645012
sg_10323,COL13A1,807.4285574135487,958.9462756798711
sg_31833,NMB,957.2657927905389,1236.1100726590744
sg_18588,GGT6,186.67429656601772,277.16379697920325
sg_11494,CUTA,153.8196203703986,109.24704406479543
sg_14681,ENPP6,1517.288682488592,1723.675584133439
sg_4774,BPIFB1,901.5124028828216,932.6460613679759
sg_26764,LITAF,103.54200982861782,145.66272541972725
sg_27881,LST1,550.0669272145323,619.0665830338409
sg_25243,KDELR1,1023.9707414301291,973.1079295401223
sg_15743,FAM132A,71.6829298813508,28.32330772050252
sg_7476,CD3E,323.0709825902547,374.2722805923547
sg_7884,CDH10,334.0225413221277,333.81041242020825
sg_35571,OSCAR,947.807628431194,886.1149129700075
sg_29938,MOGAT1,820.8691067663019,890.161099787222
sg_43596,SIGLEC9,948.30542655537,991.3157702175882
sg_34784,OR52I1,603.3313265013693,594.7894621305529
sg_7813,CD9,37.83265743737959,28.32330772050252
sg_18531,GFRA4,1096.649267559832,1240.1562594762888
sg_5222,C15orf27,387.28694060896476,289.30235743084717
sg_34094,OR2C3,501.7805091694556,439.01126966778907
sg_36431,PCDHB15,208.5774140297638,192.19387381769567
sg_21630,HLA-DRB1,462.95225548372395,428.89580262475243
sg_3044,ASIC5,625.7322420892914,643.3437039371287
sg_23569,INTS1,326.0577713353109,339.87969264603026
sg_21649,HLA-F,591.8819696453202,515.8888191948673
sg_18255,GAPDH,318.09300134849417,414.7341487645012
sg_27326,LRIT1,695.423979473938,730.3367205072435
sg_42819,SEMA4G,517.7100491430891,445.080549893611
sg_4624,BLCAP,576.4502277958627,619.0665830338409
sg_1670,AIFM2,836.3008486157594,625.1358632596628
sg_196,ABCB5,919.9309334773353,910.3920338732953
sg_24047,ITPR2,901.5124028828216,825.4221107117877
sg_9697,CLN8,280.2603439111146,382.364654226784
sg_55289,TRPM8,1318.1694328181732,1179.4634572180692
sg_17788,GABRA2,293.2030951396918,275.1407035705959
sg_12245,DBH,978.6711121301089,1207.7867649385719
sg_38508,PPAP2B,471.4148235947167,376.29537400096206
sg_19663,GPR133,380.31776687050007,364.15681354931814
sg_18223,GALR2,860.6929567003857,932.6460613679759
sg_32983,NTN1,530.6528003716663,542.1890335067625
sg_24651,KCNIP1,635.6882045728123,776.8678689052119
sg_13946,ECE2,1421.213644522615,1385.8189848960162
sg_36037,PAQR5,744.7059937673666,896.230380013044
sg_20671,GRIN3A,718.3226931860362,734.3829073244582
sg_13898,EBI3,603.3313265013693,513.86572578626
sg_54494,TNFSF10,634.6926083244603,659.5284512059873
sg_7485,CD3E,389.2781331056689,343.9258794632449
sg_55606,TSPAN5,465.93904422878023,491.61169829157944
sg_57792,XKRX,398.7362974650138,372.24918718374744
sg_50142,TAX1BP1,295.69208576057207,319.648758559957
sg_58086,ZDHHC15,416.65702993535155,400.57249490424994
sg_17383,FSHR,1046.8694551422273,1045.939292249986
sg_25415,KIAA1324,961.2481777839472,845.653044797861
sg_49459,SUSD5,748.6883787607751,578.6047148616943
sg_28910,MCTP2,1447.5969451039455,1252.2948199279328
sg_10510,COL6A3,607.3137114947776,659.5284512059873
sg_59120,SIGLEC14,761.1333318651763,827.445204120395
sg_22187,HTR1D,404.7098749551264,461.2652971624696
sg_28741,MBOAT1,706.8733363299871,720.2212534642069
sg_44832,SLC25A35,802.9483742959642,835.5375777548244
sg_40880,RNF150,812.9043367794851,884.0918195614001
sg_14297,ELMOD1,468.42803484966043,347.97206628045956
sg_19692,GPR137B,758.644341244296,807.2142700343219
sg_42181,SCN1A,929.8868959608562,849.6992316150756
sg_32976,NTM,1622.324086689738,1523.389336681314
sg_4827,BRS3,861.1907548245617,880.0456327441855
sg_15552,F2RL2,891.0586422751246,770.79858867939
sg_11358,CTD-2521M24.10,649.6265520497417,657.5053577973799
sg_24205,JAKMIP3,1110.0898169125853,1005.4774240778395
sg_51874,TMEM130,110.51118356708248,105.20085724758079
sg_4566,BFAR,886.5784591575401,849.6992316150756
sg_31107,NCKIPSD,1191.728709277457,1068.1933197446665
sg_54328,TNFRSF11B,1003.0632202147352,1183.5096440352838
sg_47179,SLC9A4,758.644341244296,770.79858867939
sg_35969,PAPD7,945.3186378103137,1019.6390779380907
sg_2591,AQP10,617.7674721024746,627.1589566682701
sg_28951,MDGA1,225.5025502517494,222.5402749468055
sg_54090,TMPRSS3,1048.3628495147555,1155.1863363147813
sg_17366,FRRS1,231.973925866038,279.18689038781054
sg_24314,KANSL1L,76.66091112311128,111.27013747340276
sg_31283,NDST2,487.8421616925263,497.68097851740146
sg_13920,EBPL,661.5737070299667,639.297517119914
sg_22084,HSP90AB1,1290.7905359884905,1363.5649574013357
sg_12294,DCC,909.4771728696383,813.2835502601438
sg_32572,NPHS1,425.1195980463443,426.87270921614515
sg_15705,FAM105A,272.7933720484739,254.90976948452268
sg_2205,ANKRD46,253.37924520560804,321.67185196856434
sg_51885,TMEM131,683.4768244937129,716.1750666469923
sg_45785,SLC35F6,392.76271997490124,374.2722805923547
sg_3176,ATF7,235.45851273527035,358.08753332349613
sg_3141,ATAD1,262.83740956495296,277.16379697920325
sg_17863,GABRB2,784.0320455772744,637.2744237113067
sg_1557,AGPAT3,355.4278606616977,260.97904971034467
sg_49194,STX17,1084.204314455431,1062.1240395188445
sg_19502,GPR110,668.5428807684315,667.6208248404165
sg_45070,SLC26A6,398.2384993408378,443.05745648500374
sg_20153,GPR56,481.3707860782377,430.9188960333598
sg_9964,CNGA2,1106.1074319191769,1084.378067013525
sg_21928,HS6ST2,853.2259848377449,944.7846218196198
sg_34530,OR4K17,2330.193019268077,2055.46290314504
sg_40459,RGS9BP,597.8555471354327,647.3898907543434
sg_45345,SLC2A8,620.2564627233548,693.9210391523118
sg_22452,ICOSLG,702.8909513365787,817.3297370773585
sg_43308,SGCZ,233.9651183627422,303.4640112910984
sg_31493,NEO1,495.309133555167,702.013412786741
sg_54760,TPCN1,1117.05899065105,983.2233965831589
sg_12571,DENND3,652.613340794798,714.1519732383849
sg_28559,MAPKAPK3,512.7320679013286,465.3114839796843
sg_25754,KLRG1,1585.9848236248865,1418.1884794337334
sg_14700,ENTPD1,750.6795712574792,560.3968741842284
sg_58105,ZDHHC16,1506.337123756719,1458.65034760588
sg_21325,HGF,434.0799642815132,398.5494014956426
sg_6149,CACNA1G,1036.9134926587064,1114.7244681426348
sg_27030,LPAR6,864.177543569618,776.8678689052119
sg_38585,PPFIA1,185.18090219348957,163.87056609719315
sg_50916,TIMM17B,430.09757928810484,372.24918718374744
sg_40872,RNF150,204.5950290363554,200.28624745212497
sg_41636,RTBDN,877.1202947981952,734.3829073244582
sg_6797,CCDC144A,869.6533229355546,882.0687261527928
sg_11099,CRTAP,465.93904422878023,615.0203962166262
sg_56870,VDAC1,836.7986467399354,902.2996602388661
sg_19407,GPER1,1168.829995565359,987.2695834003736
sg_5842,C5orf42,1037.9090889070585,991.3157702175882
sg_42694,SELPLG,124.4495310440118,99.13157702175882
sg_56797,VANGL1,735.2478294080217,772.8216820879974
sg_21858,HRK,424.6217999221683,443.05745648500374
sg_27539,LRRC3,1022.9751451817771,1043.9161988413787
sg_37349,PIGC,249.89465833637573,275.1407035705959
sg_56563,UQCR11,790.005623067387,912.4151272819026
sg_20102,GPR4,1149.9136668466692,1335.241649680833
sg_59099,OR12D3,809.9175480344288,693.9210391523118
sg_19115,GLTPD2,1100.6316525532404,1199.6943913041425
sg_15479,EXTL2,242.427686473735,248.84048925870073
sg_38665,PPT2,643.1551764354531,586.6970884961237
sg_19055,GLRA2,1123.0325681411625,1221.948418798823
sg_47260,SLCO1B1,670.0362751409596,556.3506873670138
sg_46862,SLC6A20,869.6533229355546,914.43822069051
sg_53280,TMEM33,780.0496605838661,797.0988029912852
sg_12486,DEFB126,615.7762796057705,764.729308453568
sg_40340,RELT,1009.0367977048478,1163.2787099492107
sg_18168,GALNT6,622.2476552200591,582.650901678909
sg_54541,TNFSF13B,871.1467173080827,956.9231822712637
sg_19137,GMPS,1255.4468691719912,1132.9323088201008
sg_10661,COX15,966.2261590257077,993.3388636261956
sg_4905,BTC,230.97832961768592,202.30934086073228
sg_7968,CDH18,639.6705895662207,590.7432753133382
sg_29098,MERTK,749.6839750091272,811.2604568515364
sg_6038,CABP7,170.7447565923842,250.86358266730804
sg_47448,SLITRK5,808.4241536619007,873.9763525183635
sg_7317,CD274,502.27830729363166,428.89580262475243
sg_2582,APP,327.05336758366303,309.5332915169204
sg_50941,TIMM22,152.8240241220465,171.96293973162244
sg_23549,INSIG2,873.1379098047869,815.3066436687511
sg_52623,TMEM199,969.212947770764,1375.7035178529795
sg_18164,GALNT6,597.8555471354327,536.1197532809406
sg_5822,C5orf28,939.8428584443772,786.9833359482486
sg_24589,KCNH2,563.0096784431095,619.0665830338409
sg_39498,PTPLA,422.6306074254641,358.08753332349613
sg_17224,FNDC9,501.2827110452796,562.4199675928357
sg_27159,LPPR4,327.55116570783906,299.4178244738838
sg_2403,APCDD1,399.2340955891899,521.9580994206893
sg_51090,TLR9,277.2735551660583,366.1799069579254
sg_53841,TMEM87A,301.66566325068464,254.90976948452268
sg_21468,HIPK1,929.3890978366802,1112.7013747340277
sg_16091,FAM210A,831.3228673739989,681.7824787006679
sg_33830,OR14A2,363.89042877269054,523.9811928292967
sg_3316,ATP11B,888.0718535300683,851.722325023683
sg_55757,TTC39B,875.129102301491,793.0526161740705
sg_11839,CYP20A1,567.9876596848699,570.5123412272651
sg_29372,MFSD4,871.1467173080827,863.8608854753269
sg_12657,DERL3,323.5687807144307,352.0182530976742
sg_22466,IER3,531.6483966200185,546.2352203239772
sg_36768,PDCD1LG2,999.0808352213268,958.9462756798711
sg_41981,SCAMP1,508.74968290792026,580.6278082703017
sg_54958,TRAP1,306.6436444924451,293.34854424806184
sg_47267,SLCO1B7,542.1021572277155,420.80342899032314
sg_10845,CPVL,564.0052746914615,584.6739950875163
sg_59134,TAS2R50,879.1114872948995,726.290533690029
sg_56807,VAPA,680.9878338728327,714.1519732383849
sg_12135,CYSLTR2,410.68345244523897,412.71105535589385
sg_379,ABCD4,1173.8079768071193,1189.5789242611058
sg_1962,ALPP,228.48933899680569,392.48012126982064
sg_38379,POMK,653.111138918974,637.2744237113067
sg_19429,GPM6A,790.503421191563,728.3136270986363
sg_9797,CLSTN2,719.3182894343882,637.2744237113067
sg_7430,CD34,352.9388700408175,309.5332915169204
sg_3739,ATP6V0E2,143.86365788687766,137.57035178529796
sg_48658,SSTR5,178.70952657920097,169.93984632301513
sg_47882,SNRPD2,432.58656990898504,534.0966598723332
sg_53739,TMEM71,583.9171996585034,503.7502587432234
sg_3368,ATP13A3,611.296096488186,564.4430610014431
sg_41738,RTP2,471.4148235947167,566.4661544100504
sg_48779,ST6GALNAC2,347.96088879905705,329.76422560299363
sg_1940,ALPL,719.8160875585643,726.290533690029
sg_199,ABCB5,303.6568557473888,256.93286289313
sg_28832,MCAM,878.6136891707234,880.0456327441855
sg_57402,WDR81,134.9032916517088,109.24704406479543
sg_16545,FCGR1B,176.71833408249677,147.68581882833456
sg_55057,TRGC1,654.1067351673261,699.9903193781337
sg_35825,P2RY6,352.4410719166414,451.14983011943303
sg_1717,AKAP1,1084.702112579607,1240.1562594762888
sg_22902,IGSF8,375.3397856287396,358.08753332349613
sg_28223,LYZL1,482.86418045076584,572.5354346358724
sg_23918,ITGB4,891.5564403993006,845.653044797861
sg_3735,ATP6V0E2,534.1373872408986,416.7572421731085
sg_46416,SLC45A4,795.4814024333235,748.5445611847094
sg_30065,MPHOSPH9,1321.6540196874055,1323.1030892291892
sg_15314,ETNK1,856.2127735828012,995.3619570348029
sg_58577,CFH,846.7546092234563,807.2142700343219
sg_21635,HLA-DRB5,443.5381286408581,451.14983011943303
sg_24884,KCNK16,822.8602992630061,710.1057864211704
sg_54244,TMX4,153.32182224622255,139.59344519390527
sg_8840,CHRNA6,188.16769093854586,265.0252365275593
sg_147,ABCA7,378.3265743737959,281.2099837964179
sg_59019,LINGO2,620.2564627233548,491.61169829157944
sg_46001,SLC38A5,417.65262618370366,550.2814071411918
sg_25909,LAIR1,315.1062126034379,341.90278605463755
sg_39616,PTPRE,132.91209915500463,101.15467043036614
sg_37598,PISD,456.48087986943534,473.4038576141136
sg_13818,DUSP13,1339.5747521577432,1270.502660605399
sg_491,ABHD2,769.595899976169,649.4129841629507
sg_42784,SEMA4C,584.9127959068555,402.5955883128573
sg_39833,PVRL2,499.78931667275145,530.0504730551186
sg_45430,SLC30A6,630.2124252068758,627.1589566682701
sg_15499,EXTL3,1140.9533006115003,1464.7196278317017
sg_10846,CPVL,160.78879410886327,151.7320056455492
sg_58024,ZC3HAV1,1055.8298213773962,1171.37108358364
sg_41,AARS,877.1202947981952,867.9070722925416
sg_18023,GALC,343.97850380564864,287.27926402223983
sg_42000,SCAMP2,539.6131666068352,570.5123412272651
sg_53506,TMEM54,605.3225189980734,746.5214677761021
sg_54194,TMTC4,870.1511210597306,778.8909623138193
sg_54734,TPBG,1106.605230043353,1236.1100726590744
sg_9985,CNGA4,214.55099151987636,285.25617061363255
sg_7056,CCT4,798.4681911783798,829.4682975290024
sg_45939,SLC38A10,254.8726395781362,256.93286289313
sg_16265,FAM76B,979.666708378461,1114.7244681426348
sg_23249,IL21R,545.0889459727717,556.3506873670138
sg_16669,FDCSP,819.3757123937737,930.6229679593686
sg_28717,MAST1,286.7317195254032,273.1176101619886
sg_2288,ANO7,1166.3410049444788,1221.948418798823
sg_44332,SLC19A2,846.2568110992803,977.154116357337
sg_7715,CD79B,176.71833408249677,151.7320056455492
sg_19819,GPR155,478.88179545735744,416.7572421731085
sg_53456,TMEM51,251.38805270890387,240.74811562427143
sg_19498,GPR110,478.88179545735744,485.5424180657575
sg_22901,IGSF8,241.43209022538292,214.44790131237622
sg_30056,MPHOSPH10,280.2603439111146,285.25617061363255
sg_16508,FCAR,657.5913220365584,780.9140557224266
sg_19212,GOLM1,943.8252434377856,740.4521875502802
sg_31109,NCLN,326.555569459487,414.7341487645012
sg_16122,FAM24B,708.3667307025153,685.8286655178824
sg_39098,PSAP,120.46714605060343,161.84747268858584
sg_58669,ITGB6,963.2393702806514,991.3157702175882
sg_12363,DCSTAMP,611.793894612362,422.8265223989305
sg_44454,SLC22A1,440.05354177162576,439.01126966778907
sg_39178,PSKH2,880.1070835432515,906.3458470560806
sg_45368,SLC30A10,194.14126842865844,279.18689038781054
sg_42103,SCARB2,287.22951764957924,271.09451675338124
sg_3446,ATP1B1,707.3711344541631,675.7131984748459
sg_2538,APOL2,1188.2441224082247,1167.3248967664254
sg_43778,SLC10A5,214.55099151987636,173.98603314022978
sg_15433,EXOG,425.1195980463443,469.3576707968989
sg_47769,SMIM8,574.9568334233346,564.4430610014431
sg_8166,CDHR5,469.42363109801255,469.3576707968989
sg_18020,GALC,674.516458258544,833.514484346217
sg_52506,TMEM187,261.84181331660085,307.5101981083131
sg_26735,LIPA,1153.3982537159015,1035.8238252069493
sg_23583,INTS12,299.1766726298044,311.5563849255277
sg_50483,TENM3,320.5819919693744,325.71803878577896
sg_37966,PLOD1,922.4199240982156,995.3619570348029
sg_28313,MAGEA4,1054.8342251290442,1114.7244681426348
sg_23585,INTS1,775.0716793421055,612.9973028080188
sg_8182,CDIPT,602.8335283771933,487.5655114743648
sg_13951,ECEL1,1011.0279902015519,1015.5928911208761
sg_9057,CHST9,426.61299241887247,281.2099837964179
sg_52306,TMEM173,651.6177445464458,697.9672259695265
sg_7052,CCT4,804.9395667926684,764.729308453568
sg_2981,ASGR1,356.4234569100498,345.9489728718522
sg_49168,STX10,619.2608664750028,706.0595996039557
sg_10799,CPT1A,869.6533229355546,910.3920338732953
sg_53676,TMEM66,437.0667530265695,455.19601693664765
sg_30977,NAT2,689.4504019838254,586.6970884961237
sg_12872,DIO1,251.38805270890387,186.12459359187372
sg_22719,IGDCC4,434.5777624056892,362.1337201407108
sg_5675,C2orf82,916.446346608103,748.5445611847094
sg_38303,PNPLA8,495.80693167934305,471.38076420550624
sg_56962,VIPR2,289.22071014628347,232.65574198984214
sg_1248,ADCY2,1222.094394852196,1375.7035178529795
sg_32072,nontargeting,456.48087986943534,485.5424180657575
sg_37405,PIGN,955.7723984180107,918.4844075077245
sg_37689,PKM,461.4588611111958,469.3576707968989
sg_31941,nontargeting,624.2388477167632,457.219110345255
sg_40428,RGMA,200.11484591877098,188.14768700048103
sg_54371,TNFRSF14,904.4991916278778,770.79858867939
sg_2475,APLP2,293.7008932638679,352.0182530976742
sg_13237,DNAJC22,894.0454310201809,673.6901050662385
sg_26710,LINGO1,609.3049039914819,602.8818357649823
sg_29926,MMRN1,346.96529255070493,317.6256651513497
sg_9254,CLDN1,1101.6272488015925,1094.4935340565617
sg_52591,TMEM19,348.9564850474091,258.95595630173733
sg_43301,SGCG,936.3582715751448,1062.1240395188445
sg_57581,WNT5B,371.35740063533126,378.3184674095694
sg_861,ACTB,1043.384868272995,1023.6852647553054
sg_10023,CNIH2,821.3669048904779,845.653044797861
sg_24518,KCNE3,433.0843680331611,509.81953896904537
sg_13847,DYRK2,821.3669048904779,679.7593852920605
sg_31025,NBEA,922.4199240982156,1043.9161988413787
sg_49020,STK17B,712.8469138200996,592.7663687219456
sg_25768,KMO,1185.7551317873445,882.0687261527928
sg_13880,DZIP3,1286.808150995082,1209.809858347179
sg_18557,GGT1,862.1863510729138,983.2233965831589
sg_17958,GAL,114.49356856049087,93.06229679593686
sg_39101,PSAP,465.44124610460415,428.89580262475243
sg_34763,OR52E6,248.8990620880236,214.44790131237622
sg_410,ABCG4,675.5120545068961,815.3066436687511
sg_34002,OR2A14,1337.085761536863,1389.865171713231
sg_29099,MERTK,1229.0635685906607,1064.1471329274518
sg_10737,CP,781.0452568322181,762.7062150449607
sg_103,ABCA2,529.6572041233143,517.9119126034747
sg_15842,FAM162B,1103.6184412982968,1191.6020176697132
sg_45577,SLC35A4,905.4947878762299,797.0988029912852
sg_37771,PLA2G2F,446.52491738591436,517.9119126034747
sg_7600,CD55,848.2480035959845,906.3458470560806
sg_1031,ADAM18,1705.4563734271378,1584.082138939534
sg_13011,DLL3,259.8506208198967,287.27926402223983
sg_48879,ST8SIA4,158.299803487983,95.08539020454418
sg_13187,DNAJC14,276.7757570418823,299.4178244738838
sg_31328,NDUFA13,784.0320455772744,795.0757095826779
sg_38293,PNPLA7,486.8465654441742,406.6417751300719
sg_23411,IL8,1529.2358374688172,1561.8281114448532
sg_48753,ST6GAL2,299.1766726298044,307.5101981083131
sg_47063,SLC7A7,1094.160276938952,1159.232523131996
sg_4787,BPIFB2,142.37026351434952,86.99301657011489
sg_26273,LECT1,212.55979902317216,173.98603314022978
sg_27911,LTB4R2,677.5032470036003,617.0434896252335
