sgRNA,Gene,Endura,Addgene
sg_41388,RPL27A,875.6269004256671,706.0595996039557
sg_30955,NALCN,1121.0413756444584,1058.0778527016298
sg_36998,PEX12,1582.5002367556542,1602.2899796169997
sg_42376,SDC3,1451.5793300973537,1420.2115728423407
sg_10269,CNTNAP5,625.7322420892914,643.3437039371287
sg_14480,EMC7,594.3709602662004,424.8496158075378
sg_20413,GRAMD1C,436.56895490239344,453.1729235280403
sg_45755,SLC35F3,699.9041625915224,839.5837645720391
sg_34025,OR2A5,988.1292764894538,1098.5397208737763
sg_47694,SMIM22,360.4058419034582,402.5955883128573
sg_48332,SPPL3,1420.2180482742629,1339.2878364980477
sg_50981,TLCD1,667.0494863959033,669.6439182490238
sg_5673,C2orf74,516.216654770561,436.9881762591817
sg_32161,nontargeting,952.2878115487783,1132.9323088201008
sg_35312,OR8B12,378.3265743737959,434.96508285057445
sg_12161,DAD1,1121.5391737686343,1094.4935340565617
sg_52697,TMEM205,924.9089147190957,948.8308086368345
sg_7339,CD28,578.939218416743,623.1127698510554
sg_10815,CPT1B,1422.7070388951431,1412.1191992079114
sg_50029,TAS1R3,682.4812282453607,702.013412786741
sg_34311,OR2V2,471.9126217188928,568.4892478186578
sg_8836,CHRNA5,1049.3584457631075,1064.1471329274518
sg_27924,LTBP1,303.6568557473888,260.97904971034467
sg_34738,OR52B6,566.9920634365178,590.7432753133382
sg_35282,OR7G1,828.3360786289426,728.3136270986363
sg_53036,TMEM245,989.6226708619819,1005.4774240778395
sg_29804,MMD,208.07961590558776,226.58646176402016
sg_22191,HTR1D,370.8596025111552,354.0413465062815
sg_29621,MICAL3,1460.0418982083465,1383.7958914874089
sg_42562,SEC61B,1216.6186154862594,1163.2787099492107
sg_55371,TSC2,1006.0500089597915,969.0617427229076
sg_16997,FKRP,1242.5041179434138,1197.6712978955352
sg_19940,GPR17,1494.3899687764938,1454.6041607886652
sg_45597,SLC35B1,335.51593569465587,329.76422560299363
sg_57455,WFDC2,824.3536936355342,627.1589566682701
sg_51070,TLR6,1071.7593613510296,977.154116357337
sg_42524,SEC22B,603.3313265013693,497.68097851740146
sg_56440,UNC5CL,1594.4473917358794,1553.7357378104239
sg_78,ABCA12,1021.979548933425,1082.3549736049179
sg_35466,ORAI2,150.83283162534232,111.27013747340276
sg_40391,RETSAT,1886.654890627219,2023.093408607323
sg_21134,HCAR2,370.36180438697914,414.7341487645012
sg_50192,TBC1D23,839.2876373608157,732.3598139158509
sg_39327,PTGDR2,496.3047298035191,465.3114839796843
sg_14518,EMILIN1,271.79777580012177,275.1407035705959
sg_52104,TMEM150C,1790.082054537066,1656.9135016493974
sg_47184,SLC9A5,1667.6237159897582,1488.9967487349898
sg_46078,SLC39A1,2028.5273560173925,2089.8554910913645
sg_4497,BEAN1,1508.8261143775992,1620.4978202944656
sg_12249,DCAF17,1962.8180036261542,1966.4467931663178
sg_8422,CEP170,1152.9004555917254,940.7384350024051
sg_30487,MSR1,247.40566771549547,246.8173958500934
sg_34639,OR51E2,220.52456900998894,258.95595630173733
sg_56914,VIM,558.031697201349,657.5053577973799
sg_54540,TNFSF13B,581.9260071617992,604.9049291735895
sg_12390,DDOST,1065.2879857367411,1090.447347239347
sg_54549,TNFSF14,1163.3542161994224,1246.2255397021108
sg_29666,MILR1,388.28253685731687,418.78033558171586
sg_56149,UBR4,1167.3366011928308,1151.1401494975667
sg_31877,NNAT,1140.9533006115003,1145.0708692717449
sg_6139,CACNA1G,764.1201206102326,671.6670116576312
sg_46918,SLC6A6,1042.887070148819,1054.0316658844151
sg_42469,SDR16C5,881.1026797916036,898.2534734216514
sg_39415,PTGIS,763.6223224860564,726.290533690029
sg_3863,ATRIP,274.78456454517806,214.44790131237622
sg_9017,CHST3,413.17244306611923,394.503214678428
sg_8395,CELSR1,97.07063421432922,139.59344519390527
sg_34496,OR4F21,1249.9710898060546,1381.7727980788015
sg_31071,NCKAP1,1018.4949620641927,967.0386493143003
sg_52412,TMEM180,610.79829836401,693.9210391523118
sg_24712,KCNJ11,575.9524296716867,560.3968741842284
sg_43849,SLC12A3,377.82877624961986,465.3114839796843
sg_10465,COL5A2,1327.129799053342,1124.8399351856715
sg_17793,GABRA2,1200.689075512626,1009.5236108950542
sg_29454,MGAT1,341.98731130894447,386.4108410439987
sg_31631,NINJ1,1057.3232157499244,1019.6390779380907
sg_57232,VTI1B,407.6966637001827,426.87270921614515
sg_21225,HELZ,1436.6453863720724,1424.2577596595554
sg_20311,GPRC5A,947.807628431194,922.5305943249392
sg_18544,GGCX,1057.8210138741003,875.9994459269708
sg_50457,TENM1,850.7369942168648,890.161099787222
sg_4804,BRI3BP,1590.465006742471,1505.1814960038482
sg_33840,OR14K1,395.2517105957815,313.57947833413505
sg_16294,FAM9C,2887.72691834525,2478.2894255439705
sg_6098,CACNA1C,769.098101851993,786.9833359482486
sg_12938,DKFZP761J1410,426.61299241887247,378.3184674095694
sg_56682,UTY,471.9126217188928,428.89580262475243
sg_51127,TM2D3,673.0230638860158,594.7894621305529
sg_39042,PRSS23,370.8596025111552,315.6025717427424
sg_3613,ATP5G2,1149.415868722493,900.2765668302587
sg_4043,B3GALTL,1196.2088923950416,1254.3179133365402
sg_30632,MUC17,552.0581197112364,495.6578851087941
sg_47586,SMIM10,1127.014953134571,1094.4935340565617
sg_1339,ADIG,553.5515140837646,578.6047148616943
sg_57804,XPO7,918.4375391048071,890.161099787222
sg_57051,VNN1,891.0586422751246,995.3619570348029
sg_23783,ITGA6,854.7193792102731,882.0687261527928
sg_13750,DSG3,1239.5173291983576,1139.0015890459229
sg_27542,LRRC37A2,1071.7593613510296,1122.8168417770642
sg_48894,ST8SIA6,506.7584904112161,592.7663687219456
sg_45962,SLC38A1,529.1594059991382,604.9049291735895
sg_37794,PLA2G6,489.8333541892305,558.3737807756211
sg_52447,TMEM184A,900.5168066344695,983.2233965831589
sg_9488,CLEC1A,742.7148012706625,819.3528304859658
sg_36678,PCNXL3,611.793894612362,469.3576707968989
sg_38731,PRCP,508.74968290792026,388.43393445260597
sg_2421,APCDD1L,693.9305851014099,691.8979457437044
sg_20115,GPR45,634.1948102002842,572.5354346358724
sg_38939,PRRC2C,904.9969897520539,987.2695834003736
sg_7510,CD40LG,1574.0376686446614,1456.6272541972726
sg_30068,MPL,987.1336802411017,1015.5928911208761
sg_25324,KIAA0195,868.1599285630264,821.3759238945731
sg_43538,SIGLEC11,1675.588485976575,1466.742721240309
sg_53499,TMEM54,574.9568334233346,568.4892478186578
sg_10448,COL5A1,152.32622599787047,153.75509905415655
sg_9929,CMTM7,918.9353372289833,1019.6390779380907
sg_8352,CEACAM8,946.8120321828419,898.2534734216514
sg_47465,SLMAP,1151.9048593433733,1221.948418798823
sg_21104,HBD,727.283059421205,604.9049291735895
sg_7563,CD4,1050.3540420114596,1070.2164131532738
sg_50082,TAS2R39,1054.8342251290442,1165.301803357818
sg_9134,CLCC1,1798.5446226480587,1683.2137159612926
sg_40085,RAMP1,997.5874408487987,1052.0085724758078
sg_23265,IL22RA1,1943.4038767832885,1778.2991061658367
sg_4464,BDKRB1,3698.142264503855,3564.690585966103
sg_51397,TMCC1,856.7105717069772,916.4613140991173
sg_39998,RABGAP1L,1232.0503573357169,1246.2255397021108
sg_44285,SLC17A9,1074.2483519719099,954.9000888626564
sg_51129,TM2D3,1306.222277837948,1385.8189848960162
sg_12977,DLG4,495.309133555167,507.79644556043803
sg_34036,OR2AE1,326.0577713353109,408.66486853867923
sg_40066,RALGAPA2,1093.1646806905997,1072.2395065618812
sg_33888,OR1F1,915.4507503597508,1090.447347239347
sg_30160,MR1,840.7810317333438,1005.4774240778395
sg_25844,KRTAP19-3,212.06200089899613,216.47099472098355
sg_4745,BOC,1605.8967485919284,1640.728754380539
sg_3623,ATP5G3,1081.2175257103745,1090.447347239347
sg_31248,NDRG2,1623.817481062266,1608.3592598428218
sg_30627,MUC17,211.56420277482007,190.17078040908837
sg_47551,SMDT1,1507.8305181292471,1377.7266112615869
sg_40795,RNF130,395.74950871995753,360.11062673210347
sg_15403,EVI5,1249.9710898060546,1252.2948199279328
sg_33701,OR10S1,1012.5213845740801,912.4151272819026
sg_51646,TMEM106C,933.8692809542646,940.7384350024051
sg_57763,XKR7,718.8204913102122,530.0504730551186
sg_41824,S100A10,2343.1357704966545,2170.7792274356575
sg_54544,TNFSF13B,1458.0507057116424,1551.7126444018168
sg_34993,OR5H2,1018.4949620641927,1191.6020176697132
sg_57853,XXYLT1,250.8902545847278,218.49408812959086
sg_51405,TMCC2,718.3226931860362,902.2996602388661
sg_36417,PCDHB13,1165.8432068203026,1177.4403638094618
sg_28426,MAN1B1,442.542532392506,396.52630808703526
sg_29707,MKNK1,383.80235373973244,313.57947833413505
sg_36512,PCDHGA1,645.1463689321572,679.7593852920605
sg_1957,ALPP,950.2966190520742,1017.6159845294834
sg_41952,SBK3,373.84639125621146,420.80342899032314
sg_14404,ELP6,962.7415721564754,1019.6390779380907
sg_32411,nontargeting,891.5564403993006,803.1680832171072
sg_406,ABCG2,963.7371684048275,1116.7475615512421
sg_40260,REEP1,1222.592192976372,1412.1191992079114
sg_40406,RFNG,1232.548155459893,1205.7636715299645
sg_34009,OR2A25,723.7984725519727,635.2513303026994
sg_15265,ESPL1,214.0531933957003,105.20085724758079
sg_29943,MOGAT1,459.46766861449163,481.49623124854287
sg_58130,ZDHHC18,373.34859313203543,388.43393445260597
sg_13851,DYRK2,397.74070121666176,445.080549893611
sg_38391,POMT2,1156.3850424609577,1108.655187916813
sg_5046,C10orf35,513.2298660255047,546.2352203239772
sg_23846,ITGAL,864.177543569618,766.7524018621754
sg_16333,FAR2,1638.2536266633715,1816.737880929376
sg_58459,ZNRF4,281.75373828364275,384.38774763539135
sg_56099,UBE2J1,1629.7910585523787,1456.6272541972726
sg_19353,GPC3,1008.0412014564956,1041.8931054327713
sg_51131,TM2D3,1000.0764314696789,1110.6782813254204
sg_48690,ST3GAL2,912.9617597388707,884.0918195614001
sg_23866,ITGAX,586.4061902793836,679.7593852920605
sg_58355,ZMYM6NB,897.5300178894132,825.4221107117877
sg_3726,ATP6V0E1,457.4764761177874,485.5424180657575
sg_56745,VAMP3,816.8867217728936,746.5214677761021
sg_44540,SLC22A17,202.10603841547518,356.06443991488885
sg_19105,GLT8D2,620.7542608475309,582.650901678909
sg_47604,SMIM12,603.3313265013693,675.7131984748459
sg_57083,VOPP1,223.51135775504522,208.37862108655426
sg_12238,DARC,661.0759089057907,720.2212534642069
sg_21139,HCAR3,485.35317107164605,469.3576707968989
sg_34906,OR5AP2,999.0808352213268,896.230380013044
sg_48925,STARD3,961.7459759081232,1128.8861220028862
sg_4352,BCAM,1028.4509245477136,975.1310229487297
sg_1233,ADCY10,590.8863733969681,459.24220375386227
sg_19984,GPR19,968.715149646588,920.5075009163319
sg_35691,OXTR,1063.794591364213,1120.7937483684568
sg_14008,EDAR,1084.702112579607,1347.380210132477
sg_4669,BMPR1B,761.1333318651763,758.6600282277461
sg_9369,CLDN2,374.8419875045636,406.6417751300719
sg_17118,FMNL1,449.51170613097065,441.0343630763964
sg_684,ACE,707.8689325783391,752.5907480019241
sg_17977,GAL3ST2,527.66601162661,422.8265223989305
sg_16688,FER1L4,677.5032470036003,615.0203962166262
sg_4353,BCAM,266.3219964341853,188.14768700048103
sg_36847,PDIA4,1454.068320718234,1321.0799958205819
sg_35973,PAPOLA,515.2210585222089,483.51932465715015
sg_41276,RP11-477N12.3,307.6392407407972,275.1407035705959
sg_9500,CLEC2B,912.4639616146945,803.1680832171072
sg_11115,CS,862.6841491970898,805.1911766257145
sg_5244,C15orf61,844.2656186025761,898.2534734216514
sg_6091,CACNA1C,1317.671634693997,1268.4795671967915
sg_33050,NTRK2,1202.6802680093301,1321.0799958205819
sg_15766,FAM134B,1207.6582492510906,1185.5327374438912
sg_13953,ECEL1,317.59520322431814,323.6949453771717
sg_12217,DAPK3,823.8558955113582,833.514484346217
sg_10346,COL17A1,643.1551764354531,548.2583137325845
sg_26081,LAPTM4A,2085.774140297638,1938.1234854458153
sg_37490,PIGU,600.344537756313,685.8286655178824
sg_48262,SPNS1,554.5471103321166,740.4521875502802
sg_36845,PDIA4,48.28641804507658,40.46186817214646
sg_863,ACTB,1132.9885306246836,1171.37108358364
sg_41758,RUFY2,1160.865225578542,1161.2556165406033
sg_7828,CD97,617.2696739782986,584.6739950875163
sg_24962,KCNK6,788.0144305706827,671.6670116576312
sg_43859,SLC12A4,625.2344439651154,521.9580994206893
sg_53601,TMEM62,308.13703886497325,267.0483299361666
sg_39069,PRSS8,516.216654770561,526.0042862379039
sg_40250,RECK,1248.9754935577025,1163.2787099492107
sg_17566,FXYD2,583.9171996585034,619.0665830338409
sg_18568,GGT2,1589.4694104941188,1286.6874078742574
sg_42828,SEMA5A,144.3614560110537,163.87056609719315
sg_43627,SIK1,645.1463689321572,548.2583137325845
sg_21826,HRH1,1122.0369718928105,1213.8560451643937
sg_44517,SLC22A16,221.52016525834102,313.57947833413505
sg_48566,SSPN,1615.8527110754494,1584.082138939534
sg_31383,NDUFB11,285.23832515287506,242.77120903287874
sg_13428,DPEP2,884.0894685366599,833.514484346217
sg_43941,SLC13A1,870.6489191839066,625.1358632596628
sg_18883,GJD3,989.6226708619819,938.7153415937978
sg_22149,HTATIP2,439.05794552327364,572.5354346358724
sg_11598,CXCL14,794.4858061849714,962.9924624970857
sg_8496,CERS3,969.71074589494,962.9924624970857
sg_36989,PEX11B,1256.4424654203433,1116.7475615512421
sg_38903,PRPH2,1079.2263332136704,1205.7636715299645
sg_30820,MYLK4,1271.8742072698008,1173.3941769922474
sg_38338,POLR1E,524.1814247573777,590.7432753133382
sg_47445,SLITRK5,842.274426105872,786.9833359482486
sg_56889,VDAC3,527.168213502434,441.0343630763964
sg_4605,BIRC6,1966.3025904953865,1873.384496370381
sg_43796,SLC10A7,1340.5703484060953,1339.2878364980477
sg_35030,OR5M10,731.7632425387894,896.230380013044
sg_11448,CTSL,950.2966190520742,932.6460613679759
sg_20521,GRIA3,473.903814215597,473.4038576141136
sg_46470,SLC47A2,756.6531487475918,590.7432753133382
sg_41813,RYR3,1778.6326976810167,1956.3313261232813
sg_49558,SYNGR1,2293.3559580790497,2306.326485812348
sg_42791,SEMA4C,488.33995981670233,513.86572578626
sg_22748,IGF2,318.59079947267026,277.16379697920325
sg_14053,EDNRA,968.715149646588,997.3850504434101
sg_14756,ENTPD8,761.1333318651763,718.1981600555996
sg_43447,SHISA6,827.3404823805905,912.4151272819026
sg_37402,PIGM,1258.4336579170474,1234.086979250467
sg_25890,L1CAM,1983.7255248415483,2045.3474361020035
sg_40665,RNASE10,553.5515140837646,523.9811928292967
sg_38314,PODXL2,512.7320679013286,404.61868172146455
sg_20959,GXYLT2,1451.5793300973537,1642.7518477891463
sg_26259,LDLRAD4,1005.0544127114393,855.7685118408975
sg_13459,DPM2,515.2210585222089,513.86572578626
sg_40197,RCN1,2610.453363179192,2569.3286289313
sg_15076,ERGIC1,640.6661858145728,791.0295227654633
sg_10877,CR1L,759.142139368472,742.4752809588875
sg_48398,SPRY4,571.9700446782783,639.297517119914
sg_2423,APH1A,445.5293211375623,439.01126966778907
sg_39011,PRRT4,1050.3540420114596,1078.3087867877032
sg_1100,ADAM30,1359.984475248961,1561.8281114448532
sg_10524,COL6A5,948.30542655537,1090.447347239347
sg_34286,OR2T5,438.5601473990976,432.9419894419671
sg_52699,TMEM206,957.2657927905389,833.514484346217
sg_20397,GRAMD1A,1525.7512505995849,1391.8882651218382
sg_55214,TRPC6,2184.8359670086716,2057.4859965536475
sg_51836,TMEM126B,699.9041625915224,710.1057864211704
sg_56886,VDAC3,802.4505761717882,827.445204120395
sg_2242,ANO3,1465.019879450107,1391.8882651218382
sg_34228,OR2T12,263.833005813305,269.07142334477396
sg_48832,ST7,602.8335283771933,526.0042862379039
sg_14257,EIF3L,1958.3378205085698,1907.7770843167054
sg_45767,SLC35F4,890.0630460267724,956.9231822712637
sg_47454,SLITRK5,933.3714828300886,975.1310229487297
sg_19042,GLRA2,241.92988834955895,258.95595630173733
sg_16481,FBXW12,1070.7637651026776,979.1772097659443
sg_23194,IL1RAPL2,675.5120545068961,608.9511159908042
sg_2153,ANKLE1,419.1460205562318,515.8888191948673
sg_40148,RARRES3,612.7894908607142,645.366797345736
sg_2967,ASB18,530.6528003716663,515.8888191948673
sg_22318,HTRA4,1221.098798603844,1080.3318801963105
sg_21348,HGSNAT,417.1548280595276,354.0413465062815
sg_53237,TMEM26,405.7054712034785,461.2652971624696
sg_25066,KCNN4,481.86858420241373,471.38076420550624
sg_49072,STOML1,866.1687360663223,772.8216820879974
sg_43122,SEZ6,373.84639125621146,329.76422560299363
sg_33193,NXPE3,705.379941957459,667.6208248404165
sg_47935,SOGA3,227.4937427484536,273.1176101619886
sg_40628,RIC3,366.37941939357074,345.9489728718522
sg_37980,PLOD3,606.3181152464256,600.8587423563749
sg_54598,TNMD,777.0628718388098,821.3759238945731
sg_57790,XKRX,416.1592318111755,396.52630808703526
sg_48974,STEAP4,573.4634390508064,515.8888191948673
sg_55700,TSSK2,558.031697201349,621.0896764424481
sg_44706,SLC24A1,627.7234345859956,453.1729235280403
sg_35977,PAPOLA,560.0228896980532,643.3437039371287
sg_36446,PCDHB3,385.2957481122606,372.24918718374744
sg_31451,NDUFC2-KCTD14,1256.9402635445192,1363.5649574013357
sg_11620,CXCL9,811.908740531133,768.7754952707827
sg_23180,IL1RAP,591.3841715211441,629.1820500768774
sg_38215,PMEPA1,553.5515140837646,574.5585280444797
sg_53550,TMEM56-RWDD3,1358.988879000609,1545.6433641759947
sg_21081,HAS3,1261.4204466621038,1359.518770584121
sg_26854,LMBRD1,984.6446896202215,890.161099787222
sg_21729,HMOX2,503.27390354198377,580.6278082703017
sg_44644,SLC22A6,1328.125395301694,1458.65034760588
sg_39007,PRRT3,433.0843680331611,515.8888191948673
sg_47553,SMDT1,447.02271551009045,422.8265223989305
sg_35584,OST4,395.74950871995753,459.24220375386227
sg_26910,LMO7,169.25136221985605,147.68581882833456
sg_23709,ITGA1,1306.222277837948,1072.2395065618812
sg_17334,FREM1,850.2391960926886,950.8539020454417
sg_10794,CPQ,1616.3505091996253,1424.2577596595554
sg_51681,TMEM109,518.7056453914412,430.9188960333598
sg_28935,MDFIC,604.3269227497213,730.3367205072435
sg_5934,C9orf69,1899.5976418557964,2039.2781558761815
sg_27102,LPHN1,1198.6978830159217,1167.3248967664254
sg_19048,GLRA2,536.1285797376029,451.14983011943303
sg_37971,PLOD2,859.6973604520335,1094.4935340565617
sg_17151,FMR1NB,799.9615855509079,760.6831216363535
sg_56338,ULBP1,1056.8254176257483,1134.9554022287082
sg_4473,BDKRB2,335.0181375704798,333.81041242020825
sg_19113,GLTPD2,1102.6228450499445,1011.5467043036615
sg_42756,SEMA4A,1483.4384100446207,1616.451633477251
sg_11995,CYP3A5,838.7898392366396,681.7824787006679
sg_8895,CHRNB4,870.1511210597306,944.7846218196198
sg_53004,TMEM241,980.164506502637,938.7153415937978
sg_12598,DENND5A,327.05336758366303,313.57947833413505
sg_24607,KCNH4,1339.076954033567,979.1772097659443
sg_18772,GJA8,727.283059421205,738.4290941416729
sg_41308,RP4-539M6.19,974.6887271367005,859.8146986581122
sg_38569,PPBP,1008.5389995806717,930.6229679593686
sg_29062,MELK,406.20326932765454,396.52630808703526
sg_8779,CHRNA10,782.0408530805702,797.0988029912852
sg_58663,FAM19A1,1582.9980348798301,1567.8973916706752
sg_58060,ZDHHC13,1562.5883117886124,1596.2206993911777
sg_15398,EVI2B,529.6572041233143,530.0504730551186
sg_10820,CPT1B,666.0538901475512,582.650901678909
sg_4354,BCAM,834.3096561190551,789.006429356856
sg_58883,OR10C1,995.5962483520944,803.1680832171072
sg_37288,PI4KA,765.1157168585846,572.5354346358724
sg_40480,RHBDD1,932.8736847059125,1054.0316658844151
sg_218,ABCB8,1651.6941760161249,1578.012858713712
sg_55477,TSPAN14,545.0889459727717,532.0735664637259
sg_38002,PLP1,203.10163466382727,169.93984632301513
sg_42017,SCAMP3,232.47172399021406,246.8173958500934
sg_9480,CLEC17A,346.96529255070493,382.364654226784
sg_48307,SPPL2B,693.9305851014099,752.5907480019241
sg_29421,MFSD8,664.560495775023,732.3598139158509
sg_21932,HS6ST2,259.3528226957206,279.18689038781054
sg_34458,OR4D5,331.03575257707143,339.87969264603026
sg_17504,FUT7,706.375538205811,693.9210391523118
sg_6351,CALHM2,278.26915141441043,297.39473106527646
sg_1999,AMFR,636.1860026969883,623.1127698510554
sg_7121,CD164,661.0759089057907,782.937149131034
sg_22943,IKBIP,701.3975569640505,489.58860488297216
sg_46319,SLC43A3,308.6348369891493,445.080549893611
sg_33485,OPRD1,394.2561143474294,445.080549893611
sg_28489,MANBAL,334.52033944630375,315.6025717427424
sg_22815,IGHG4,1298.7553059753072,1310.9645287775452
sg_11035,CRHR2,220.52456900998894,265.0252365275593
sg_15859,FAM163B,736.74122378055,748.5445611847094
sg_14232,EGFR,1125.0237606378669,1161.2556165406033
sg_18767,GJA5,1525.2534524754087,1280.6181276484353
sg_19340,GPC1,452.49849487602694,432.9419894419671
sg_53439,TMEM50B,1444.1123582347132,1349.4033035410844
sg_30897,NAALADL1,214.55099151987636,269.07142334477396
sg_6702,CAV2,210.07080840229193,317.6256651513497
sg_45681,SLC35E1,678.4988432519524,538.1428466895479
sg_384,ABCG1,918.9353372289833,869.9301657011489
sg_41035,RNF215,407.19886557600665,463.28839057107695
sg_1442,ADRA2B,505.26509603868794,558.3737807756211
sg_57740,XKR5,365.8816212693947,479.47313783993553
sg_13879,DZIP3,399.2340955891899,398.5494014956426
sg_11476,CTXN1,1988.7035060833086,2021.0703151987157
sg_25912,LAIR1,629.7146270826997,588.7201819047309
sg_30782,MYL6B,1253.953474799463,1282.6412210570427
sg_4823,BRS3,118.97375167807529,80.92373634429292
sg_25247,KDELR1,703.8865475849308,659.5284512059873
sg_4389,BCAP31,1724.8705002700037,1733.7910511764758
sg_21708,HMGCR,1430.1740107577837,1537.5509905415654
sg_1637,AGTR1,386.29134436061264,360.11062673210347
sg_47977,SORCS3,548.573532842004,608.9511159908042
sg_9888,CMTM3,259.3528226957206,263.00214311895195
sg_18672,GIMAP1,881.1026797916036,950.8539020454417
sg_53815,TMEM82,1007.0456052081436,886.1149129700075
sg_266,ABCC11,884.5872666608359,886.1149129700075
sg_54648,TOMM70A,820.3713086421259,843.6299513892536
sg_17494,FUT6,1064.292389488389,1009.5236108950542
sg_8942,CHST11,272.7933720484739,242.77120903287874
sg_57962,YIPF7,766.6091112311127,704.0365061953484
sg_44696,SLC23A3,895.041027268533,766.7524018621754
sg_49022,STK17B,1890.6372756206274,1865.2921227359518
sg_1600,AGPAT9,1095.155873187304,975.1310229487297
sg_43170,SFT2D1,612.7894908607142,641.3206105285213
sg_38839,PRND,431.0931755364569,313.57947833413505
sg_27040,LPAR6,577.9436221683909,576.581621453087
sg_27994,LTF,614.7806833574183,655.4822643887726
sg_8476,CERS2,447.02271551009045,554.3275939584065
sg_31224,NDFIP2,686.9614113629452,774.8447754966047
sg_8549,CES1,337.009330067184,269.07142334477396
sg_42538,SEC22C,607.3137114947776,580.6278082703017
sg_30370,MS4A3,627.7234345859956,526.0042862379039
sg_3107,ASTN1,553.0537159595884,728.3136270986363
sg_58356,ZMYND11,418.6482224320557,398.5494014956426
sg_3129,ASTN2,1176.7947655521757,1163.2787099492107
sg_5500,C1orf210,1489.9097856589094,1521.366243272707
sg_32514,NPBWR1,1927.972134933831,1978.5853536179618
sg_56623,USMG5,975.1865252608766,1134.9554022287082
sg_42798,SEMA4D,854.7193792102731,896.230380013044
sg_13965,ECM1,1254.949071047815,1395.934451939053
sg_35314,OR8B2,1253.455676675287,1264.4333803795769
sg_5524,C1orf43,808.9219517860768,827.445204120395
sg_55241,TRPM3,459.96546673866766,515.8888191948673
sg_48584,SSR1,816.3889236487174,704.0365061953484
sg_9994,CNGB1,1445.6057526072411,1264.4333803795769
sg_40013,RAD51B,1586.4826217490624,1466.742721240309
sg_10650,COX14,657.5913220365584,671.6670116576312
sg_20246,GPR83,202.10603841547518,218.49408812959086
sg_19596,GPR124,1166.8388030686547,1193.6251110783205
sg_24605,KCNH4,245.91227334296732,289.30235743084717
sg_55563,TSPAN32,401.2252880858941,439.01126966778907
sg_11329,CTB-133G6.1,753.6663600025355,926.5767811421539
sg_5778,C4orf32,1618.8394998205056,1592.174512573963
sg_31804,NLGN4X,1921.5007593195423,1818.7609743379833
sg_46588,SLC4A8,769.595899976169,600.8587423563749
sg_18325,GCNT1,797.9703930542038,896.230380013044
sg_41816,S100A10,1041.891473900467,1037.8469186155567
sg_31142,NCR1,1128.010549382923,1114.7244681426348
sg_50479,TENM3,865.6709379421461,825.4221107117877
sg_54018,TMPO,2037.4877222525613,2008.9317547470716
sg_21110,HBEGF,392.2649218507252,360.11062673210347
sg_33495,OPRK1,1047.3672532664034,973.1079295401223
sg_58958,TRBV12-3,917.9397409806311,823.3990173031805
sg_8740,CHRM2,933.8692809542646,999.4081438520175
sg_51582,TMEFF2,457.9742742419635,459.24220375386227
sg_17386,FSHR,537.1241759859549,578.6047148616943
sg_38049,PLVAP,868.1599285630264,1017.6159845294834
sg_13049,DMRT2,844.7634167267522,780.9140557224266
sg_16269,FAM76B,645.1463689321572,742.4752809588875
sg_9034,CHST6,1132.9885306246836,1003.4543306692321
sg_36225,PCDH15,1190.235314904929,1112.7013747340277
sg_34997,OR5K1,652.613340794798,615.0203962166262
sg_33597,OR10G6,198.62145154624284,240.74811562427143
sg_8947,CHST1,261.84181331660085,329.76422560299363
sg_12285,DCBLD2,393.75831622325336,578.6047148616943
sg_42894,SEMA6D,865.1731398179701,669.6439182490238
sg_47651,SMIM18,562.0140821947573,455.19601693664765
sg_35013,OR5K3,1036.9134926587064,1076.2856933790958
sg_1546,AGPAT1,501.7805091694556,534.0966598723332
sg_14631,ENO1,655.1023314156781,695.9441325609191
sg_40890,RNF152,1048.3628495147555,928.5998745507612
sg_46408,SLC45A4,1586.9804198732386,1798.5300402519101
sg_30376,MS4A4A,1387.3633720786436,1379.7497046701942
sg_32253,nontargeting,527.168213502434,602.8818357649823
sg_22200,HTR1F,870.6489191839066,853.7454184322903
sg_24677,KCNIP4,500.2871147969275,463.28839057107695
sg_48504,SREBF1,1171.8167843104152,1139.0015890459229
sg_8877,CHRNB2,686.9614113629452,608.9511159908042
sg_5072,C10orf76,1271.3764091456246,1315.0107155947599
sg_10979,CREB3L4,1020.4861545608968,892.1841931958294
sg_19475,GPR107,734.2522331596697,898.2534734216514
sg_26061,LAMP3,1023.4729433059531,1019.6390779380907
sg_17313,FPR3,720.8116838069164,861.8377920667195
sg_45880,SLC37A1,2143.0209245778833,2251.7029637799506
sg_43932,SLC12A9,574.9568334233346,635.2513303026994
sg_23196,IL1RAPL2,1718.399124655715,1705.4677434559733
sg_7209,CD200,702.8909513365787,708.082693012563
sg_58563,BCHE,1027.4553282993616,1088.4242538307396
sg_5153,C12orf55,603.8291246255453,501.7271653346161
sg_27149,LPPR3,827.8382805047665,867.9070722925416
sg_47960,SORCS2,318.09300134849417,277.16379697920325
sg_55718,TTC14,96.57283609015316,91.03920338732954
sg_29503,MGAT4B,684.472420742065,639.297517119914
sg_25557,KIR2DS4,1505.8393256325428,1624.5440071116802
sg_3985,B2M,1465.517677574283,1541.59717735878
sg_23003,IL12RB1,328.5467619561912,481.49623124854287
sg_19270,GP2,382.3089593672043,390.4570278612133
sg_52753,TMEM212,2220.6774319493466,2043.3243426933961
sg_40000,RABGAP1L,201.60824029129913,265.0252365275593
sg_2551,APOL4,1002.067623966383,1122.8168417770642
sg_8970,CHST12,1314.6848459489408,1217.9022319816083
